Tweet,Fake,Hate,Target,Severity,word_count,avg_word_length
"@SushantBSinha Mujhe to ye bhi samajh nahi aata, ki Tablighi jamaat ke in logo ko bachane ke liye, Jo ki khud ke saath doosron mein bhi Corona failana chahte Hain aur khud shaneed hona chahte Hain, unke liye doctors or nurses etc ki jaan ko kyun jokhim me",1,1,O,M,48,4
@BeingSufiShaikh @DopeSoul__x Bhai mere jitne bhi cases aaye h har state m 60% cases tabiligi jamaat walon k kaaran aaye h ...4500 case ho gye corona k aaj tak india m..orr bhai unhe defend kyun krre ho tum log ...kanika kapoor ko hum hinduaon ne bhar bha,1,1,O,M,47,4
@boxervijender Iski zimmedari un pattalkaro ki hai jo in logon ki samsya chodhkar tablighi jamat k piche pdhe rahe corona me musalman dhundte rahe...kash inki bhi koi majburi dikha paata to aaj ye din na aata.. @anjanaomkashyap @RubikaLiyaquat @RajatSharm,1,1,R,H,39,6
@BabitaPhogat Iss mahamari ko communal rang de rahi hai. Inke hisaab se chale toh sari duniya mein Corona phailane wale Musalman hi hai. Yeh kahna ghalat hai ki Tablighi Jamaat wale jaanke phaila rahe hai. Yeh Unka meeting rakhna bahut pehle se chala aa r,1,1,R,H,45,5
"@PJkanojia Chalo Kam se kam #corona to nahi faila rahi.Jamaat walo ki fuhadpanti se to inko sunna hi behtar hai.. agar wo aaj golgappe bhi bech rahi hoti, fir bhi baat to sahi hai. Kannu Babu..khuda na kare aapko corona chhuey.kahin aap usi se pooch na ba",1,1,O,M,47,4
@Rahulasingh1991 Madhya pardesh gujrat  me to aik bhi jamaati nahi tha to waha kaise phaila corona zee news ke sare members infected hote hai wo kounsi jamaat ke loog kya wo bhi jamaat me gaye the yaha nahi bolenge tum loog kyu k ye to sanathan dharam k h,0,0,0,0,49,4
@Raghu55900542 @PiyushGoyal Jab cases kaam the to ye pata nahi tha kisse corona hai aur kisse nahi hai. Train chalu rehne ke karan he Tablighi Jamat ke log pure India me faail gaye  aur corona ko pure 22 states tak le gaye. Lockdown ke wajeh se ye to pata,1,1,O,M,49,4
@yadavtejashwi Tablighi jamat k piche RSS BJP k mahan log lage hue qk unko lagta hai Corona Ka Invention Wahan se Hua Hai par Un Bewakuf Logo ko Yeh Nhi Dikhayi Deta k ek 3 saal Ka Masoom Virus se Ghatiya Sarkar k ghatiya faisle ki wajh se Shaheed Hogaya.,1,1,O,M,50,4
@BabitaPhogat jahili jamaat bol ne ke liye to paise diye honge.kya hai na ab tak to koi bhi sangh ya bjp ke neta to saamne  nahi aaye ye bolne ke liye mai bhi corona virus me itna dhan diya hu bolne.madum aap ek wrestler ho thoda dhyan se bolo Jo bhi boln,1,1,O,M,52,4
@RahulGandhi Abey poori duniya ko pata chal gaya thaa tabhi toh lockdown lagaya thaa par tere rishtedaar jamaat mein ikkathhe hokar Corona failaane ka jabardast kaam kiya. Indore mein quarantine karne health workers par tere logoan nein patthar bazi Kari.,1,1,O,M,40,5
"@BDUTT @DChaurasia2312  Aankh khol aur Delhi dekh.
Dekh teri Modi Sarkar khud chahti hai ke Desh me itna Corona phaile ke sare gareeb maare jayen.

Teri Nazar me to ye bhi jamaat wale hi honge shayed..?

Sun be Be sharm bhikhari....
Desh me hone wali tama",1,1,O,H,46,4
@brand_shiv media jhoonti maha jhoonti jiske ishare par kaam karti h aaj poora bharat janta h jammat jamaat kiya aur aaj baniye bhai corona me lipt pai ja rahe hain musalman koi corona me lipt nahi h kyun ki wo allah se mangta h ro ro kar gir girakar dua,1,1,R,H,50,4
@mallikaarjunt Koi jaanbujh ke nahi karta. And even I agree that Tablighi jamat and state authority is responsible for this but that doesn't mean ke uske liye kisi religion ko badnam kiyaa jaaye. Corona ke bure waqt upar wala hum sab ki hifazat kare. Khya,1,1,O,M,45,5
@Urdad46549757 Paida hue Hindustan me Khate Hindustan ka ho to Jo Hindustan ke khilaf bolte hai to unka saath kyu dete ho tum log. Jamaat ki wejeh se India me Corona itna faila to kyu saath dete ho unka kyu ki wo Tumhare religion se hai. Wahi Hindu hote t,1,1,O,M,50,4
@ReallySwara @BabitaPhogat moti budhi ki aurat..tabligi jamaat ke maulana saad ka video suna tha..usme usne bola tha masjid mein ikkatha namaj pdne ke liye gumrah bhi kr rha tha corona muslimo ka kuch nai karega sarkar ke mna krne ke babjud bhi...mudda ye,1,1,R,H,43,5
"@HansrajMeena Abe tu jake jisko bhi follow kar, talve chaat, khatna karwa le...hamko kya lena dena..?
Social media pe baith k potty kar raha hai, kon sa teer maar lega 1000 follow kar ke?
Ek kaam kar jamaat me aaye 1700 ko follow kar le..jinhone pure bhar",1,1,O,H,47,4
@chitraaum Tablighi jamaat key baad ab jab corona sey bharat main kuch raahat dikh rahi thi..Hathras main vipakshi partiyon ney bheed ikaatha kar Beti ko Nyaay dilaney key naam par desh ko phir sey Corona key changul main ley janey ka shadyantra racha hey,1,1,O,M,44,5
"@SSP_Twitt @dr_beelzebub @tufailelif @ANI Dekho guru sach kaun bol raha hai yeh tum apne aap se poocho. Video bhi online hai, news bhi online hai. Poore desh mein kaun kaun se states mein TJ walon ki wajah se kitne corona cases aaye yeh data bhi online ha",1,0,0,0,47,4
@divyaarorafd Batao ap ek bhi video jo corona se related sach ho maine hmesha kaha jamaat se galti hui unke logon ko govt ka support krna chahey ninto.khud bimar honge aur apne logon ko desh k logon ko bimar krnge but iske liye ap sbko kaise doshi dehra s,1,1,O,M,49,4
@BabitaPhogat Ap Desh ke liye nhi ab Ap bjp KE liye lad rahi ho or corona virus tableegi Jamaat ne nhi felaya corona virus un logo ne felaya h jo videsho se yaatra karke aaye saat me corona virus laye or airport par unka checkup NHI hua jese nami chehra h,1,1,O,M,51,4
"@sndpnegi198 @SaralPatel J&amp;K me rape ke bad hindus ko gali nhi di gyi, han pr sbne use shame kia. Tableegi jamaat pr koi himayat nhi le rha unki, sawal sirf itna tha ki logo ne use poore islam se jod kr gaali di, Unhe Islamic terrorist kha, corona jeh",1,1,O,M,49,4
@Mujahid60859895 @BDUTT @tavleen_singh @abhinandita_m Tablighi jahilo ne kya Kiya wo PURA Desh dekh Chuka hai...aur esse tumhe taklif Hoti hai to eski aadat dal lo.. history me btaya jaega ki kabhi corona vires faila tha to jahil jamati kya kar rhe the au,1,1,O,M,43,5
"@Mohamme68368618 @bagga_daku @ANI Bhai Hindu Muslim ki to baat hi nahi hui aur kisne kah diya ab jyaada cases hindu k aa rahe??
Jaipur m 1 jamaati ne 282 logon ko Corona faila diya.
Dharavi m Jamaati se faila par wo log bas unhi ko count kar rahe jo jamaa",1,1,R,H,50,4
@Akshays_Storm Aur sun ROMEO .. tere paas toh izzat  hogi ki nahi hogi a mujhe malum nahi .. lekin mai a zarur kahunga k tablighi ne corona ko nahi phailaya .. aap khud logon k dilon me hatredness phaila rahe ho .. bada aaya tablighi tablighi kehne waala,0,0,0,0,48,4
@ReallySwara @BabitaPhogat Why you have to bring muslim thing in between hmesha? Tabliki jamaat walo ke karan corona virus bdha simple si baat hai.The way china se virus faila.Koi sach bolra hai toh usme bhi dikkat hai ki ye boldia ye kyu ni bola.hmesha a,1,1,R,H,45,5
"@sudhirchaudhary @ZeeNews Waah re andhbhakton jb #TablighiJamaat jamaat waalon ko corona hua tha wo desh ke dushman. Or ab #ZeeJamaatiun ko corona hua hai to Warriors.. Gajab kamaal krte hai andhbhakt log bhi. ðð
#ZeeNewsSealKaro #ZeeNews #Z",1,1,O,M,37,6
@Chutkla Kon sa right wrong... Din raat hindu muslim karti hai chudel... Jab tak jammat nahi tha corona china se aaya tha ..jaise hi jamaat aaya corona hindu muslim ho gya ... Ye dalali or gatiya soch apbe paass rakho... Mujhe batane ki zarurat nahi .. Or,0,0,0,0,47,4
@AjazkhanActor @BabitaPhogat Bare chuu tune kya ukhada hai be apne zindagi mein???? Bol bc!!! Usne toh hamare desh ke liye medals jeete hain naam kamaya hai...Tune mc kya kiya hai??? Kinnar saala!! F*** bi*ch...Babita Phogat Is A Proud Woman!! Aur yes cor,1,1,I,M,42,5
Old city ke Ghareeb Corona se Nahi Bhook se Marr Jaenge..Abh kahan hain NRC ko Rokne waale aur NPR karane waale..Kahan hain 4000 Crore ki Jamaat..Kahan hain Seetiyaan Maarne Waale..Bangladesh aur Pakistan mein bhi Ration Milgaya..KCR Ji Ration Chahiye Bhaashan nahi https://t.co/H0jnj7rsYf,1,1,O,H,42,6
"@ReallySwara Ye log chup chap ilaz krwa lenge..
Tablighi jamaat wale doctors ko hi lynch kr de rhe the..
Susu potty thook thak ke corona spread kr rhe the..
Tablighi ki hi den hai aaj pura desh doomed ho chuka hai 
Bhot kuch yaad hai..

Faltu ki jhadu poc",1,1,O,M,49,4
@HinduKamboj @mdtauheed22 @RanaAyyub Baqi sari duniya  ð  ma corona virus Tablighi Jamaat ne phlaya ha. Tum Hindu ð  loog her bat ka Muslims âªï¸  per he q ilzam lagty ho Agre kisi Hindu ka ð  mar giya ty be Muslim ka kam ha A,1,1,R,H,47,4
Kafi dino se zee news puri duniya ka DNA test ker rahe the ab lagta h ye zee news hi najayej h ab iska DNA test hona jaruri h kyoki ye dogli zee jamaat corona ka adda hone k bad bhi seez nahi hua h or kanoon ka ulanghan kr raha h ye kamse kam 2 mahine to band rahta https://t.co/53gguwONvr,1,1,O,L,61,4
"@RajatSharmaLive Are sir tablig jamaat waalo ne aaj tak sirf nek kaam hi kiya hai or is baar jo hua sir wo aap bhi jaante hai ki sir intentionally nhi kiya . Unke dil me nhi tha ki u is tarah se corona spread ho jaaaega unki wajeh se .
Lekin fir bhi un sa",1,1,O,M,55,4
"@ReallySwara @BabitaPhogat Kitni zahil hai jitna mai samjhta tha usse kahi jyada, Arey bahen hindu aur hindu temples pe to apni gandi jubaan mat chalao paheli baat dusri baat ye ki tablighi Jamat ne pure desh me corona ko jihaad ke rup me failaya hai aur ",1,1,O,M,46,5
@prakashraaj One more thing Mr. Raj agar desh main Modi Aur UP main Yogi ki govt. na hoti toh secularism ke naam par Tabliqi jamaat ke saath poori Muslim community desh ko Corona se full Kar deti Aur aapke jaise pseudo seculars Ghar mein chudi pehan Kar b,1,1,R,H,48,4
@DChaurasia2312 Inke liye Jamaat ka matlab Musalman hi hai yeh apne ko unka hi part samjhtey hain.Agar aisa na hota toh yeh blindly unka sath na dete. Yeh log utne hi zimevar hain Corona virus ko failane ke liye jitne ki Jamati. Yeh unkon puri sheh de rah,1,1,R,H,48,4
"@SanjayAzadSln Dear Sanjay ji tablighi jamaat  ko pure samuday se jodna galat hai,par sachchai ko nazarandaz nahi kar sakte, aap log vote ke liye kisi had tak gir sakte hain ki achchhe bure ka farq nahi dikhta,nafrat failana dikh raha hai par corona faila",0,1,O,M,44,5
@ImranKhanPTI Bsdk mirgi k daure padte hai kya...kuchh chutiye jo muslim the...unhone India me corona faila diya tablighi jamaat k naam pe aur ab doctors aur police jo unka test karme jate hai un par patthar fek rahe hai... Aur bol rahe ho modi government,1,1,R,H,45,5
"@t_d_h_nair Leftist MentalityKa Zund Kabhi Bhi Tablighi Ke Bare me awaaz uthai thi ?Ye log Boz Hai Desh Ke Liye,Bharat Ko Secularism Banane Ki Cheshta Bhi inki chaal thi Vafadari DeshKe Liye Kabhi Nahi Ki hai na inke Khoon me hai,Sarkar ko Sath dete to Aa",1,1,O,L,46,5
"@RipunInd @Javedakhtarjadu @vivekagnihotri @TarekFatah Tumhare jaise log hai isliye Tabhleegi jamaat corona de rahi hai, Shaheen baugh mein kudrati biryani Han rahi hai, sadhu maare jaa rahe hain, Owaisi ke kutte 15 Crore -85 crore kar rahe hain. Aur Beng",1,1,O,H,40,5
"@rautsanjay61 Bs aapse yhi ummid bhi hai shero shayari ka, madad bhi kr dete majduron ka to aise unlogo ko bhuke pyase bhgna ni prta maharastra se aur corona ko bhi seriously lete suru se tablighi jammat pr sakht karwayi krte to aaj maharastra ka ye haal",1,1,O,M,47,4
"@DChaurasia2312 Ye Tablighi ko kaun bachaa rha he? Delhil ka Khujliwal ya aur koi? Delhi Police Silnt q beithaa he? #TablighiJamaat ki bajah se Corona 3lakh aaspas he..
Khujliwal ji aap Tablighi ballo ko padmaahree award dene me lage ho kya?
 #TahirHussai",1,1,O,M,42,5
@ebrahmansh2014 @anjanaomkashyap Bharat me Corona Virus failane me in Tablighi jamatiyo ka bada hath hai aur jis tarah ye co operate nahi kar rhe aur Corona positive case me in jamatiyo ki numbers bad rahe hai bharat ko muskil me dal rhe hai may be inke c,1,1,O,M,47,4
"@anjanaomkashyap Ek request hai Kisi BHI act ko Hindu Muslim track pe na dekhe because Jo foreign nation se Aaye the wo saare Muslim to Nahi the, saare jamaat se Jude logo ko saamne aana Chahiye aur Corona test kerwana chahiye ye na sirf desh k liye balki",1,1,R,H,48,4
"@RajatSharmaLive @JamiatUlama_in @asadowaisi # tum sirf masjid ke saam ne bheed jama hai voh yaad rakho Bandra relway station nazar nahi aata desh main nafrat phelana tou tum jeso se sikhe 
Suna hai Zee news ke head office main 52 logo ko corona ho gaya k",1,0,0,0,46,5
"@parthpunter Arre Al Jazeera vala hai ye. Dard to hai hi isko Tablighi Vale corona faila gae. Aur kuch bhi jankari kiye bina bas tweet kar do. Aadhe log to sach hi maan lete kyoki khud research nahi karte. Aur sirf Tablighi nahi, doctors par attack karne ",1,1,O,M,47,4
@RajatSharmaLive Are pagal houle jo log Delhi me jamaat me the vo log to Sare indian he hai na bat samjo khali kutte ke jise q pukaar re ho vo log retian me to airplane ye train bus me he aye na Sare jamaat ke log  havama to ni aye na fir ate jab kise ak,1,1,O,M,56,4
"@ImChandniSingh Lekin jamaati gye to the vha. Aur mam koi ye nhi kh rha ki saare cases corona virus ke jamaat ne failaye hain lekin jitne failaye hain vo kaafi hain, aur kuchh jagaho pr jamaatiyo ki harkat bhi bdi neech rhi aur agr is sabke baad bhi aap u",1,1,O,M,50,4
@narendramodi Tablighi jamat ke corona jihad par kuch nahi bolenge? Rashtra ko sambodhit karne ka kya arth jab corona failane ki sabse badi sazish par aap maun hain? Desh se bada ho gaya 'sabka vishwas'? Tushtikaran me to aap nehru Gandhi se aage nikal ga,1,1,O,M,45,5
"@INCIndia It needs cooperation of entire nation. Jamaat par CM aur congress ki chuppi. Landlords ne majduron se ghar khali karaya.
Industrialists ne majduron ko koi sahara ni diya. Mumbai main rashan Mar ka May main diya
Vivash hokar majdoor ne palayan ki",1,1,O,M,43,5
"@INCIndia AREY CHACHA... ISKA KARAN CONGRESS KE DAAMAD TABLIGHI JAMAAT WALE HAI... JINKA NAAM LENE ME TUM LOGON KI FATATI H.
PATA H... KITNE TABLIGI CORONA KA ILAAJ LE RAHE HAIN? SONIYA SE KAHO... KARAYE ILAAJ. BJP WALE TOH SARKAAR BANANE ME VYAST H.
DOGL",1,1,O,M,45,5
@BBCHindi Yeh koi afwah nahin hai yah hakikat hai ki tabliki jamaat ki vajah se hi pure Desh mein corona sankraman faila hai jo log ye mante hain ki ye sach nhi hai to kya unlogo ne vo vides nhi dekhe hain. Jis me ek Mulla falo aur sabjiyo me thuk laga ra,1,1,O,M,53,4
"@DChaurasia2312 @ChouhanShivraj shivraj Singh chouhan saab Corona nahi sambhal sake chorii se sarkar banake ....kyun CM sapat samaroh mein 20000 logo ko jama kiyaa .... usme koun thee jamaat ke log......  
..ghatiya CM kaam nahi aata ....naam badnaam jama",1,1,O,M,39,6
@ManojPa73446979 @Rajesh84027467 @EagleLav @smrat59228 @manakgupta @news24tvchannel Are delhi me to center paisa nahi de raha corona se ladne ke liye. Kejri ko kaam nahi karne diya ja raha.. Tv me daily aake Or add dene ke paise he. Molviyo ko salary or t,1,0,0,0,43,5
"@ARajesh_SP Main bataun ek naya angle?Corona kaal mein bhi mareez ne bhagwa vastra dharan kar rakha hai.Hum apke saath hain aur Kela de rahe hain.Jamaat waalon ne Corona failaya. Bharat mata ki jai,Vande Mataram,I support CAA NRC Ab hua na post. Failao Wh",1,1,O,L,43,5
"@Verma1121Vivek @guy_nxt_dor @RajatSharmaLive Jamaat me galti hui ye sabne Maana hai, aur Patthar marne walo ka support kisi ne nhi kia, sbne glt bola, tum hmari side se kese bol dete ho Bhai, par tum log ye accept nhi kr rhe h Ahmedabad me Namaste trump",1,1,O,M,46,5
"@Sudheer23722897 @ajitanjum @SureshChavhanke Yh namuna hr mamle ko jihad se jod deta hai
Abhi kuch din phle corona jihad aur tablighi jihad kiye hue tha
Mumbai high court ke faisle ke bad to ise mafi mangni chahiye mgr phir se jhut phaila kr tum jaise and",1,1,O,M,46,5
"@alok_ajay Taali Aur Thali Peetne Ke Sath2 Dance Nhi Kara Tha Kya?Patakha Phodna Chahiye Tha,Waese Arogya Setu App Download Kr Rakha h?Agar Ye Sb Kara h Firr Bhi Corona Ne Gher Liya To Dogdar Babu Tum Pariwar Sahit Zarur Jamaat Me Gae Hoge?Jamaat Tablighi",1,1,O,M,44,5
"@IrfanRaazHadi Avisar Sarma ne pehelehi sandeh jataya tha Corona ko Pakistan connection dhund rahi hai aur Chas sabit huwa , Tabliqi Jamaat ke baad Pakistan issi mai TV channels debates, reporting salayegi , TV Daesak Muh Aaa karke dekhte rahegi , Corona ",1,1,O,M,42,5
@swrajsingh Bhai ye baat saaf hai ki corona Air travelers k zariye desh me aaya. Jamaat me bhi kuchh log videsho se aaye jinse jamaat k dusre log infected hue. Hamari sarkar jhuta dawa karti hai ki Airport par sabki screening hui. Sarkar to Trump k swagat,1,1,O,M,47,4
"@Afnan24019318 @PriyankKharge @dhanyarajendran tum shayad meri baat hi nahi samajh rahe ho.

Galat woh log hain jo doctors pe attack karte hain, galat woh tablighi hain jo ab tak baahr nahi aaye, galat woh log hain jo corona ko allah ki punishment samajht",1,1,O,M,43,5
"Puchhta hai bharat. Kya kisi hindu nationalist ko corona ho jaye to wo is tablighi ke plasma se apna ilaj karayega ya sabzi ke taraj plasma ka bbi boycott hoga. @arnabgoswami_RP @republic
Se jawab manga jaye @syedmonaem @shamveel_taiyab @taufique_iqbal #TabligiHeroes https://t.co/QKlONMchcp",1,1,O,M,41,6
@ndtvindia Yeh Tablighi jamat bharat ka open license aatankwadi group ban gya hai jisko Congress aur Muslim league ne milker khada kiya tha ab khuleaam pure bharat me Corona Virus roopi Biological weapons bomber banke ghum rhe hai apni pahchan chupa rhe C,1,1,R,H,43,5
"@kamal_mallik11 @BabitaPhogat Tum sach bolti thi but ab soch badal diye tum . zaroor tumhe Kisi ne tukde diye h jhoot bolne k liye.
Tumhe bata de ki Corona virus jamaat k logo SE NHI China  k logo SE faila h Teri auqat h toh China ko muhtod jawab de do .",1,1,O,M,52,4
@BabitaPhogat Babita phogat ji ð Aapne Jo bhi kaha vo ek dam shai bole aapne mein aapke saath hu maam ...ð¡q ki unke vajha se hi corona virus bada hai ..or Aaj bhi vo 1 no par hai tablighi Jamati logð¡...Good luck maam or hum Sab aapke ,1,1,O,M,50,4
"@RanaAyyub Aunty mandir to banega, aur jo aap secularism dikha rahi ho,vo bhi hm dekh rahe hai... Hm mandir bna rahe hai. Tablighi suaro jaise corona nahi faila rahe. $u@r croro janwar maar rahe hai, unpar aap kuch bolti to achchha lagta, jo bhi janwaro k",1,1,O,H,46,5
"@IntrepidSaffron @Bhuvan_Bam Bhai tune whattboutwry kar di isliye..isme jamaat ki baat kaha se ati he....corona ne mar ki rakhi he duniya ki ..to dukh dekhkr bura toh lagega.. har bat pe politics dhondhte q ho..wo agr hindu crowd ke bar me bole
..toh jaru",1,1,O,M,44,5
@lubnaurifat Eid manane se nahi rok rahe hai Eid ki shopping kar ne se rok rahe hai . Aap ko pata honga ke is desh me godi media ka Kya kaam aap ne jamaat walo par to dekha honga ke kitna propaganda chabaya in logo ne or Hume dar hai ke Ye Ab Ye na shuru,1,1,O,M,56,4
"@khanumarfa Hum kucch bhi krein kitna jaldi iski aankh khull jaati hai ,jb ki ye to apne ghar mein apni license wali talwar se sirf practice kr raha h,pr Tablighi jamaat ne poore Desh mein corona jihaad kr k  Desh k logon ko sankramit kr diya ek sochi sam",1,1,O,M,49,4
@ReallySwara @BabitaPhogat Kyu tulna krti ho Jamaat se ...jamaat ki tarah 1 bhi hatkat ki hai unohne kya bo kisi majmei se aye the..kya unmei koi Bideahi tha......Jamaat mei Bideshi bhi the...unmei lakchad bhi the corona k aur chupe hue bhi hai......Desh,1,1,O,M,42,5
"@kwalsss @Ashu1751 @PravinIYC Achha tumhe iss baat se problem hai kya k Tablighi Corona failaa rahe the, har jagah thook rahe the, khaana fek rahe the, doctors nd police ko insult kar rahe the but tumhare hisab se sahi kar rahe the..aur media ne ye sab na",1,1,O,M,47,4
"@dhruv_rathee Dhruv Rathi ye bol Raha h
Tabligi Jamaat me Corona infection NH huwa, Sab jhuth Bola Gaya
Tamil Nadu me Jo Tabligi infected paye Gaye, wo jhuthi khabar thi 
Jo Arvind Roj aakar Bolte the
Eetne Jamaat  ke log infected h
Wo Sab jhootha tha
Rat",0,0,0,0,47,4
@sangeetabaner16 @ajit_vashisth @Ali_husain861 @Offical_Arnab @I_M_Shreyaa @sardanarohit Agar jamaati corona virus felate to ek bhi musalman nhi bachta na jamaati jisme virus na ho maharastra kiya vaha bhi tabligi jamaat be felaya gujraat me tabligi jmaat,1,1,R,H,35,6
@VISHNUY64613931 @Ritesh2487 @SudarshanNewsTV @SureshChavhanke Ham ya app kon hote hein gyan dene wale.raha jamaat ke logon ka to mein apko bata do ye log bahut seedhe hote hein bhed bhaw unch nich jaat paat amir garib nhi jante.shayad ESI wajah se jamaat,1,1,O,M,42,5
"@1299Hashmi @NeerajTiwari99 @INCIndia Maan lo yaar 
Yeh , tablighi yaha vaha NAHI jate to hum kaafi haad tak corona se jeet chuke hote. 
Haan , par saala tablighi hai to tumhari jamaat ke na. Kese manoge. 
Ek baat gobar bhakti karo yaar. 
Sukun melaga. 
J",1,1,O,H,45,5
@News18India @prateektv @shoaibJamei Jamil mikhiya kuchh corona positive ko India me ghusane ki taiyari kar raha hai.y e dekhane ke bad to tablighi jamat ka program Puri tarah Sochi samjhi sajish hi lagata hai.preplanned program ko execute kiya gaya aur p,1,1,O,M,41,5
"@khanumarfa Fer agr tmhe koi gaali de de to bura mat manna.
Suna to ye b tha ki 5 times namaaz k baad aadmi corona positive nhi ho sakta fer Tablighi bimaar pade aur uske bad hospital b gye to tab tune unhe salaah kyo nhi di. Itne behen k lawde is desh aa",1,1,O,H,54,4
@asadowaisi Mr owasi en Tablighi jamati jinhone pure Desh me corona failaya hai..aur ab chupe hue hai...unko bhi kuch Gyan de do..PM ke bar bar appeal karne ke bad bhi chupe hai...ese jahil apni kaum ke saath samaj aur Desh ke lie bhi kahtra hai..aur jama,1,1,O,L,46,5
"@naqvimukhtar Agar Unse Corona Failta He To Vo #Tabligi,Aur Agar Vo Plasma Donate Kare To Only Muslim Na Ki Tabligi
#Wah_bhai_Wah.Dainik Bhaskar App Ke According Delhi Me Tabligi Jamaat Wale Log Plasma Donate Krne Ke Liye Aage Aa Rhe He.#TabligiHeroes 
Ka",1,1,R,H,41,5
"@MD___hashim @RubikaLiyaquat Kya tabligi jamaat aur muslmaan paryayvachi shabd hai? Tabligi abhi bhi chupe huwe hai aur corona faila rhe. Desh me 50% k kareeb corona cases sirf tabligio se link hota hai. 
Koi tabligio ko bole to tum jaise aa jate hai use",1,1,O,M,44,5
@AjazkhanActor Jab Tablighi jamaat walo ne bhar bhar k corona failaya tha tab hi pata chal gaya tha ki aane wale samay me numbers kaha pahuch jayenge....aaj ki figures dekhne k baad mujhe to bilkul bhi hairat nahi ho rahai....jis tarah samajhne ki zarurat,1,1,O,M,44,5
@RajatSharmaLive rajat ji qa aapne socha corona kaha se aaya aapka jawab hoga yohan se lakin aapko to sirf aur sirf tablighi jamat he dikhti hai because aapko aapne cheenel ke trp jo badani hai aur hindu muslim ko ladana hai sir haqiyat ke lia aapko apne,1,1,R,H,47,4
"@badshahbilal @saquibmy87 @pepper_smoker Kya logic hai.....
40 logon ke plasma donate karne se baaki hazaaro se faile corona ko bhul jaye. India ke kitne states me kitne logon me corona failaya ? Zara yeh aakda bhi batao na !
Woh jamaat ka head kyu chupa",1,1,O,L,45,5
"@sambitswaraj Jab  vidsh se Laye  Gaye Corona  se marijo ko Jaisalmer Mein  isolate Kiya Gaya to Fir  , Delhi mein jo sab jamaat Ke Logon Ko Delhi mein hi Kahin per le jakar isolate karna chahie tha. jisse Desh me kisi ko bhi corona nahin Hota.
 Sarkar ne",1,1,O,M,48,4
"@BabitaPhogat Sabse badi galti to tujhe jisne jana.  
Tere se zyada jhoot to sirf @amitmalviya aur @sambitswaraj  bolte hain... Tablighi jamaat bilkul no 1 spreader nahi hai. Indore me kaun teri najayaz aulaad corona faila rahi hai?
Haram ka paisa kha ke",0,1,I,L,42,5
"@sardanarohit Agar bobita fogot ne  sirf bolke gunah Kia hai to ,tablighi Jamat ne Corona failake kitne gunah Kia Hoga. Un logo ke  upar to terrorist act lagake karwai Karna chahiye,Kiu ki Jaan bujhke suicide bomb banke dusre aam admi ki Jaan ko khatre me",1,1,O,L,45,5
"@RGauravtweets @bhairavigoswami O Bhai,, media mein se ya WhatsApp university se Jo loag gyaan lete hai na wo andhe hojaate hain,, tumhe kya laga Corona ko sirf kya tablighi jamaat waalo ne failaya,, yaqeenan main is BAAT ko maanta hoon ke jamaat ke kuch ",1,1,O,M,44,5
@MdSaqui26411305 @SmallTownGuy9 @ANI Arey sun.. Baat india ki hi ho rahi hai.. Aur jo tablighi gaye the unki..pehli baat toh corona failaya..aur dusri baat jaa kar health workers ko misbehave kar rahe the..aur unka leader jo ki chhup raha hai..pehle kyun,1,1,O,M,41,5
"@sudhirchaudhary Aajkal inki dharmik bhavnayein jyada hi aahat ho rahi hai. Pehle naam se, fir jhande se aur ab jihad se. Jab tablighi har jagah corona failate chal rhe the tab kyu nahi aahat hue ye ki hamare dharm ki badnaami ho rhi hai.
This is an open ",1,1,O,M,48,4
@srivatsayb @RahulGandhi Are jab numbers kam the toh videshi Tablighi jamat wale mana karne ke baad bhi pure india mein corona phailate rahe aur muslim log iska virodh karne ke jagah aur tablighi jamat ka support kar rahe the. Iss liye Ab tablighi jamat a,1,1,R,H,45,5
@lubnaurifat Aap thik ho na bahan kiya hai ye sab wo kon si galat baat kar raha aise hi itne muslaman pareshan ho rahe hai hai jagha corona corona bol ke sab chidhate hai Musalman ko abhi to sirf 3000 Tablighi jamaat wale ke wazha se ye halat hai agar sar,1,1,R,H,51,4
@RubikaLiyaquat @gauravbh @rohanrgupta @ABPNews Tablighi Jamaat ki baat karo madam ji. Kaho na ki unhone ye corona failaya hai please. Vegetable mein bhi Corona. Idiots! Shame on these cheap Indian tv hosts.  Raajneeti khud kar rahe hain aur poochte hain,1,1,O,M,40,5
"@BilalKh17526565 @I_M_Shreya Madad karna acchi baat hai ...par wo jo corona  failaya hai jamaat walo ne us par kya bologe. Medical staff par thuk rahe hai, nange  ghum rahe  hai, wo bhi tab jab unhe hi bachaya ja raha hai. Rahi jaat paat ki baat to bata d",1,1,O,M,48,4
"@singh_robb Ye jhoot he unlogone aisa kuch bhi nhi Kya. Ye saraasar ilzaam he, agr such hota to 1 bi video 1 bi footage batate jamaat walo ko aisa kerte? Aaj jamaati log laakho logo ko apna khoon derahe he, apni masjid de diye Quarantine k lye corona pati",0,0,0,0,49,4
"@Karannautiyal9 @bagga_daku @ANI Tablighi jamat agar nahi hoti to coronavirus nahi phaila tha ??
Aisa aapka kahena hai !!
Par Italy America GERMANY mey jamati nahi hai waha kaisa phaila 
Yeh sub government ki galti hai 
Corona china sey aya hai 
Aap log s",1,0,0,0,44,5
